#chrom	start	end	name	score	strand	thickStart	thicEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
XII	932722	933859	YLR407W	.	+	932722	933859	0	1	1137	932713	Q2
VIII	36317	38548	YHL032C	.	-	36317	38548	0	1	2231	36314	Q2
VII	153086	154315	YGL185C	.	-	153086	154315	0	1	1229	153085	Q2
X	358038	359725	YJL044C	.	-	358038	359725	0	1	1687	358035	Q2
VII	490657	491960	YGL004C	.	-	490657	491960	0	1	1303	490653	Q2
IV	1469314	1469847	YDR510W	.	+	1469314	1469847	0	1	533	1469313	Q2
XV	581684	584035	YOR137C	.	-	581684	584035	0	1	2351	581679	Q2
X	323368	324817	YJL060W	.	+	323368	324817	0	1	1449	323365	Q2
XV	639408	642180	YOR162C	.	-	639408	642180	0	1	2772	639402	Q2
I	80609	82586	YAL034C	.	-	80609	82586	0	1	1977	80601	Q2
VII	450068	452136	YGL023C	.	-	450068	452136	0	1	2068	450064	Q2
XI	131222	133463	YKL168C	.	-	131222	133463	0	1	2241	131221	Q2
XIII	636159	637078	YMR188C	.	-	636159	637078	0	1	919	636153	Q2
VIII	390265	391743	YHR146W	.	+	390265	391743	0	1	1478	390262	Q2
XI	571449	573428	YKR069W	.	+	571449	573428	0	1	1979	571444	Q2
VI	156119	157841	YFR006W	.	+	156119	157841	0	1	1722	156118	Q2
XVI	937968	939042	YPR199C	.	-	937968	939042	0	1	1074	937959	Q2
XV	103275	103942	YOL114C	.	-	103275	103942	0	1	667	103274	Q2
VI	201779	203458	YFR024C-A	.	-	201779	203458	0	1	1679	201777	Q2
IV	473994	476209	YDR014W	.	+	473994	476209	0	1	2215	473990	Q2
XIII	571151	572044	YMR157C	.	-	571151	572044	0	1	893	571146	Q2
VI	229361	232029	YFR038W	.	+	229361	232029	0	1	2668	229359	Q2
XI	288811	291136	YKL078W	.	+	288811	291136	0	1	2325	288809	Q2
II	655282	657630	YBR216C	.	-	655282	657630	0	1	2348	655276	Q2
XIV	486608	488170	YNL074C	.	-	486608	488170	0	1	1562	486604	Q2
XIV	593166	595480	YNL021W	.	+	593166	595480	0	1	2314	593161	Q2
VII	497055	498043	YGR001C	.	-	497055	498043	0	1	988	497051	Q2
XVI	424149	425114	YPL068C	.	-	424149	425114	0	1	965	424145	Q2
II	444956	447387	YBR102C	.	-	444956	447387	0	1	2431	444952	Q2
XIV	535188	537925	YNL049C	.	-	535188	537925	0	1	2737	535183	Q2
X	585024	585481	YJR085C	.	-	585024	585481	0	1	457	585019	Q2
VII	514530	516642	YGR013W	.	+	514530	516642	0	1	2112	514525	Q2
VIII	272616	273693	YHR083W	.	+	272616	273693	0	1	1077	272614	Q2
VII	117668	120974	YGL201C	.	-	117668	120974	0	1	3306	117667	Q2
IV	963909	964768	YDR253C	.	-	963909	964768	0	1	859	963900	Q2
XVI	467156	469895	YPL045W	.	+	467156	469895	0	1	2739	467152	Q2
XII	382346	384546	YLR117C	.	-	382346	384546	0	1	2200	382343	Q2
IV	1258654	1259839	YDR392W	.	+	1258654	1259839	0	1	1185	1258653	Q2
IX	404776	406021	YIR026C	.	-	404776	406021	0	1	1245	404772	Q2
VII	185999	187384	YGL169W	.	+	185999	187384	0	1	1385	185998	Q2
XIV	488368	490209	YNL073W	.	+	488368	490209	0	1	1841	488364	Q2
XI	508582	510663	YKR036C	.	-	508582	510663	0	1	2081	508577	Q2
XVI	224213	225869	YPL172C	.	-	224213	225869	0	1	1656	224211	Q2
XV	202631	204558	YOL066C	.	-	202631	204558	0	1	1927	202629	Q2
XIII	280250	282692	YMR008C	.	-	280250	282692	0	1	2442	280248	Q2
VII	216222	217332	YGL153W	.	+	216222	217332	0	1	1110	216220	Q2
IV	269974	271953	YDL106C	.	-	269974	271953	0	1	1979	269972	Q2
VIII	195420	197368	YHR045W	.	+	195420	197368	0	1	1948	195419	Q2
XV	47781	48665	YOL147C	.	-	47781	48665	0	1	884	47777	Q2
IV	310474	312656	YDL080C	.	-	310474	312656	0	1	2182	310471	Q2
VI	107789	109963	YFL013C	.	-	107789	109963	0	1	2174	107788	Q2
II	281344	283471	YBR021W	.	+	281344	283471	0	1	2127	281342	Q2
VII	84617	87349	YGL216W	.	+	84617	87349	0	1	2732	84609	Q2
X	129126	130771	YJL155C	.	-	129126	130771	0	1	1645	129125	Q2
XVI	220093	222908	YPL174C	.	-	220093	222908	0	1	2815	220091	Q2
X	312912	313936	YJL068C	.	-	312912	313936	0	1	1024	312909	Q2
XV	85397	86785	YOL124C	.	-	85397	86785	0	1	1388	85389	Q2
XVI	799200	802074	YPR135W	.	+	799200	802074	0	1	2874	799193	Q2
XI	349441	351129	YKL047W	.	+	349441	351129	0	1	1688	349438	Q2
V	146926	148091	YEL004W	.	+	146926	148091	0	1	1165	146925	Q2
XVI	486377	487348	YPL034W	.	+	486377	487348	0	1	971	486373	Q2
XIII	593124	594726	YMR166C	.	-	593124	594726	0	1	1602	593119	Q2
V	387130	387888	YER112W	.	+	387130	387888	0	1	758	387127	Q2
XII	502354	504341	YLR173W	.	+	502354	504341	0	1	1987	502349	Q2
XI	294535	296217	YKL074C	.	-	294535	296217	0	1	1682	294533	Q2
XIII	718337	720703	YMR224C	.	-	718337	720703	0	1	2366	718330	Q2
II	435959	436781	YBR096W	.	+	435959	436781	0	1	822	435955	Q2
VII	1045538	1046574	YGR277C	.	-	1045538	1046574	0	1	1036	1045537	Q2
XII	1030794	1032101	YLR449W	.	+	1030794	1032101	0	1	1307	1030793	Q3
XIII	353853	355061	YMR043W	.	+	353853	355061	0	1	1208	353850	Q3
V	378609	382215	YER110C	.	-	378609	382215	0	1	3606	378606	Q3
II	161668	162874	YBL031W	.	+	161668	162874	0	1	1206	161667	Q3
XIV	542075	542957	YNL046W	.	+	542075	542957	0	1	882	542070	Q3
XI	362503	364446	YKL039W	.	+	362503	364446	0	1	1943	362500	Q3
XV	918526	921300	YOR322C	.	-	918526	921300	0	1	2774	918517	Q3
VIII	164873	167451	YHR028C	.	-	164873	167451	0	1	2578	164872	Q3
X	310839	312722	YJL069C	.	-	310839	312722	0	1	1883	310836	Q3
XVI	246926	250433	YPL160W	.	+	246926	250433	0	1	3507	246924	Q3
XII	559460	560714	YLR208W	.	+	559460	560714	0	1	1254	559455	Q3
VII	596521	598824	YGR054W	.	+	596521	598824	0	1	2303	596516	Q3
IV	1462176	1465824	YDR507C	.	-	1462176	1465824	0	1	3648	1462175	Q3
XVI	679662	681181	YPR065W	.	+	679662	681181	0	1	1519	679656	Q3
XV	738257	738828	YOR210W	.	+	738257	738828	0	1	571	738250	Q3
II	722592	723127	YBR252W	.	+	722592	723127	0	1	535	722585	Q3
IX	216645	217653	YIL076W	.	+	216645	217653	0	1	1008	216643	Q3
XI	590336	591507	YKR080W	.	+	590336	591507	0	1	1171	590331	Q3
XIII	253685	256019	YML007W	.	+	253685	256019	0	1	2334	253683	Q3
XVI	664937	665598	YPR051W	.	+	664937	665598	0	1	661	664931	Q3
V	107158	108307	YEL024W	.	+	107158	108307	0	1	1149	107157	Q3
II	150300	151233	YBL036C	.	-	150300	151233	0	1	933	150299	Q3
III	250099	252670	YCR077C	.	-	250099	252670	0	1	2571	250097	Q3
IV	107083	111156	YDL195W	.	+	107083	111156	0	1	4073	107082	Q3
VI	164984	166663	YFR010W	.	+	164984	166663	0	1	1679	164983	Q3
IV	1325443	1328549	YDR430C	.	-	1325443	1328549	0	1	3106	1325442	Q3
XI	143578	145682	YKL163W	.	+	143578	145682	0	1	2104	143577	Q3
VII	419319	420631	YGL040C	.	-	419319	420631	0	1	1312	419315	Q3
VII	81327	82303	YGL221C	.	-	81327	82303	0	1	976	81319	Q3
IV	1356028	1357472	YDR448W	.	+	1356028	1357472	0	1	1444	1356027	Q3
VII	14660	16524	YGL256W	.	+	14660	16524	0	1	1864	14659	Q3
II	212466	216418	YBL007C	.	-	212466	216418	0	1	3952	212464	Q3
XIV	669660	670226	YNR022C	.	-	669660	670226	0	1	566	669654	Q3
II	138289	140316	YBL042C	.	-	138289	140316	0	1	2027	138288	Q3
XV	632136	633160	YOR158W	.	+	632136	633160	0	1	1024	632130	Q3
II	782560	783659	YBR290W	.	+	782560	783659	0	1	1099	782553	Q3
XIV	330311	330922	YNL162W-A	.	+	330311	330922	0	1	611	330308	Q3
VIII	190502	192694	YHR042W	.	+	190502	192694	0	1	2192	190501	Q3
X	94982	96085	YJL174W	.	+	94982	96085	0	1	1103	94973	Q3
XVI	147386	148597	YPL215W	.	+	147386	148597	0	1	1211	147385	Q3
IV	763859	765329	YDR151C	.	-	763859	765329	0	1	1470	763852	Q3
IV	838327	840506	YDR189W	.	+	838327	840506	0	1	2179	838319	Q3
IV	187864	190616	YDL148C	.	-	187864	190616	0	1	2752	187863	Q3
IX	156013	157342	YIL110W	.	+	156013	157342	0	1	1329	156012	Q3
XV	212186	213870	YOL061W	.	+	212186	213870	0	1	1684	212184	Q3
XVI	277924	279952	YPL145C	.	-	277924	279952	0	1	2028	277922	Q3
V	337881	339576	YER090W	.	+	337881	339576	0	1	1695	337878	Q3
II	252402	254427	YBR008C	.	-	252402	254427	0	1	2025	252400	Q3
XVI	459927	460726	YPL051W	.	+	459927	460726	0	1	799	459923	Q3
X	151601	153082	YJL139C	.	-	151601	153082	0	1	1481	151600	Q3
XI	178456	179314	YKL142W	.	+	178456	179314	0	1	858	178455	Q3
XV	286105	288064	YOL020W	.	+	286105	288064	0	1	1959	286103	Q3
XVI	243118	244082	YPL162C	.	-	243118	244082	0	1	964	243116	Q3
XII	571983	573242	YLR216C	.	-	571983	573242	0	1	1259	571978	Q3
XII	552662	553717	YLR205C	.	-	552662	553717	0	1	1055	552657	Q3
IV	722897	727594	YDR135C	.	-	722897	727594	0	1	4697	722890	Q3
XV	259895	263282	YOL034W	.	+	259895	263282	0	1	3387	259893	Q3
V	414459	415673	YER127W	.	+	414459	415673	0	1	1214	414455	Q3
XV	684012	685465	YOR187W	.	+	684012	685465	0	1	1453	684006	Q3
XII	871664	872820	YLR375W	.	+	871664	872820	0	1	1156	871656	Q3
XIV	230925	233757	YNL221C	.	-	230925	233757	0	1	2832	230923	Q3
XVI	254705	256162	YPL157W	.	+	254705	256162	0	1	1457	254703	Q3
XIII	394942	396394	YMR062C	.	-	394942	396394	0	1	1452	394939	Q3
III	206789	207957	YCR044C	.	-	206789	207957	0	1	1168	206787	Q3
VII	845858	846853	YGR174W-A	.	+	845858	846853	0	1	995	845850	Q3
XI	291388	292833	YKL077W	.	+	291388	292833	0	1	1445	291386	Q3
XIII	103874	104221	YML081C-A	.	-	103874	104221	0	1	347	103873	Q3
IV	167697	169186	YDL161W	.	+	167697	169186	0	1	1489	167696	Q3
XV	804938	807043	YOR254C	.	-	804938	807043	0	1	2105	804930	Q3
I	62775	65463	YAL041W	.	+	62775	65463	0	1	2688	62769	Q3
VII	747816	750129	YGR128C	.	-	747816	750129	0	1	2313	747809	Q3
XV	424673	426155	YOR051C	.	-	424673	426155	0	1	1482	424669	Q3
X	187886	189448	YJL123C	.	-	187886	189448	0	1	1562	187885	Q3
IX	46189	46900	YIL158W	.	+	46189	46900	0	1	711	46185	Q3
VII	559549	560038	YGR037C	.	-	559549	560038	0	1	489	559544	Q3
XI	34341	36508	YKL212W	.	+	34341	36508	0	1	2167	34338	Q3
XIV	545196	546045	YNL044W	.	+	545196	546045	0	1	849	545191	Q3
XV	959084	960253	YOR340C	.	-	959084	960253	0	1	1169	959075	Q3
XIV	241575	244308	YNL216W	.	+	241575	244308	0	1	2733	241573	Q3
XV	912797	913595	YOR319W	.	+	912797	913595	0	1	798	912788	Q3
XIII	465945	468379	YMR100W	.	+	465945	468379	0	1	2434	465941	Q3
IV	194394	198431	YDL145C	.	-	194394	198431	0	1	4037	194393	Q3
VIII	239031	241407	YHR072W	.	+	239031	241407	0	1	2376	239029	Q3
IV	1427286	1428129	YDR486C	.	-	1427286	1428129	0	1	843	1427285	Q3
IV	50861	52196	YDL226C	.	-	50861	52196	0	1	1335	50856	Q3
X	577103	578215	YJR077C	.	-	577103	578215	0	1	1112	577098	Q3
III	60746	61195	YCL035C	.	-	60746	61195	0	1	449	60740	Q3
XII	964882	965597	YLR421C	.	-	964882	965597	0	1	715	964873	Q3
VIII	113397	114961	YHR005C	.	-	113397	114961	0	1	1564	113396	Q3
IV	1344272	1345197	YDR441C	.	-	1344272	1345197	0	1	925	1344271	Q3
XV	977041	978201	YOR344C	.	-	977041	978201	0	1	1160	977032	Q3
X	568664	569432	YJR069C	.	-	568664	569432	0	1	768	568659	Q3
IV	548679	550666	YDR046C	.	-	548679	550666	0	1	1987	548674	Q3
IV	1469991	1470501	YDR511W	.	+	1469991	1470501	0	1	510	1469990	Q3
VIII	375678	377364	YHR137W	.	+	375678	377364	0	1	1686	375675	Q3
XV	820419	820805	YOR265W	.	+	820419	820805	0	1	386	820411	Q3
XII	516576	517737	YLR181C	.	-	516576	517737	0	1	1161	516571	Q3
X	462704	464387	YJR015W	.	+	462704	464387	0	1	1683	462700	Q3
III	209809	210429	YCR046C	.	-	209809	210429	0	1	620	209807	Q3
VI	248360	249012	YFR049W	.	+	248360	249012	0	1	652	248358	Q3
XVI	136707	138324	YPL219W	.	+	136707	138324	0	1	1617	136706	Q3
XVI	469881	472092	YPL043W	.	+	469881	472092	0	1	2211	469877	Q3
IV	139496	141177	YDL178W	.	+	139496	141177	0	1	1681	139495	Q3
VII	698884	699846	YGR106C	.	-	698884	699846	0	1	962	698878	Q3
XII	293929	296258	YLR083C	.	-	293929	296258	0	1	2329	293927	Q3
IV	626365	628606	YDR091C	.	-	626365	628606	0	1	2241	626359	Q3
IX	339335	341663	YIL009W	.	+	339335	341663	0	1	2328	339332	Q3
XIV	438304	439307	YNL099C	.	-	438304	439307	0	1	1003	438300	Q3
XIV	202145	205004	YNL238W	.	+	202145	205004	0	1	2859	202143	Q3
VII	12358	14266	YGL257C	.	-	12358	14266	0	1	1908	12357	Q3
XII	579219	581790	YLR222C	.	-	579219	581790	0	1	2571	579214	Q3
VII	371553	374248	YGL071W	.	+	371553	374248	0	1	2695	371550	Q3
VIII	184051	184862	YHR038W	.	+	184051	184862	0	1	811	184050	Q3
XIV	544976	545993	YNL043C	.	-	544976	545993	0	1	1017	544971	Q3
XIV	668349	669775	YNR021W	.	+	668349	669775	0	1	1426	668343	Q3
IV	1220958	1222420	YDR372C	.	-	1220958	1222420	0	1	1462	1220957	Q3
XIV	370347	371774	YNL136W	.	+	370347	371774	0	1	1427	370344	Q3
XVI	685856	687944	YPR070W	.	+	685856	687944	0	1	2088	685850	Q3
V	274437	276283	YER060W	.	+	274437	276283	0	1	1846	274435	Q3
XV	946099	949226	YOR335C	.	-	946099	949226	0	1	3127	946090	Q3
XIV	707775	708337	YNR046W	.	+	707775	708337	0	1	562	707768	Q3
VIII	333067	334444	YHR111W	.	+	333067	334444	0	1	1377	333064	Q3
III	240700	242378	YCR072C	.	-	240700	242378	0	1	1678	240698	Q3
VII	913386	914848	YGR210C	.	-	913386	914848	0	1	1462	913377	Q3
XIII	119987	121360	YML074C	.	-	119987	121360	0	1	1373	119986	Q3
VII	37468	38809	YGL246C	.	-	37468	38809	0	1	1341	37465	Q3
IV	1191813	1195150	YDR359C	.	-	1191813	1195150	0	1	3337	1191812	Q3
IV	969685	971487	YDR257C	.	-	969685	971487	0	1	1802	969676	Q3
XI	339627	340569	YKL052C	.	-	339627	340569	0	1	942	339624	Q3
XIV	182870	185280	YNL247W	.	+	182870	185280	0	1	2410	182869	Q3
XVI	412175	415580	YPL075W	.	+	412175	415580	0	1	3405	412171	Q3
II	726506	727124	YBR255C-A	.	-	726506	727124	0	1	618	726499	Q3
IV	1288030	1288905	YDR408C	.	-	1288030	1288905	0	1	875	1288029	Q3
V	457688	460232	YER144C	.	-	457688	460232	0	1	2544	457684	Q3
XI	200722	201802	YKL128C	.	-	200722	201802	0	1	1080	200720	Q3
XV	756306	757610	YOR221C	.	-	756306	757610	0	1	1304	756299	Q3
XII	963764	964955	YLR420W	.	+	963764	964955	0	1	1191	963755	Q3
XII	296497	300302	YLR084C	.	-	296497	300302	0	1	3805	296495	Q3
X	641976	643482	YJR117W	.	+	641976	643482	0	1	1506	641970	Q3
IV	169967	172214	YDL160C	.	-	169967	172214	0	1	2247	169966	Q3
XIV	622894	624750	YNL004W	.	+	622894	624750	0	1	1856	622888	Q3
II	602504	603636	YBR187W	.	+	602504	603636	0	1	1132	602498	Q3
XVI	741228	742148	YPR107C	.	-	741228	742148	0	1	920	741221	Q3
XVI	132811	135601	YPL221W	.	+	132811	135601	0	1	2790	132810	Q3
VII	140244	141787	YGL194C	.	-	140244	141787	0	1	1543	140243	Q3
VI	152475	153188	YFR003C	.	-	152475	153188	0	1	713	152474	Q3
II	283675	284433	YBR022W	.	+	283675	284433	0	1	758	283673	Q3
IV	87474	88109	YDL208W	.	+	87474	88109	0	1	635	87466	Q3
XVI	742373	743936	YPR108W	.	+	742373	743936	0	1	1563	742366	Q3
XVI	868489	870041	YPR163C	.	-	868489	870041	0	1	1552	868481	Q3
IV	176642	178187	YDL155W	.	+	176642	178187	0	1	1545	176641	Q3
XII	121303	121790	YLL014W	.	+	121303	121790	0	1	487	121302	Q3
VII	409972	411314	YGL048C	.	-	409972	411314	0	1	1342	409968	Q3
III	260156	262677	YCR084C	.	-	260156	262677	0	1	2521	260154	Q3
XIII	83065	85943	YML093W	.	+	83065	85943	0	1	2878	83057	Q3
XII	131698	134098	YLL008W	.	+	131698	134098	0	1	2400	131697	Q3
XI	552588	554712	YKR058W	.	+	552588	554712	0	1	2124	552583	Q3
X	649708	651335	YJR122W	.	+	649708	651335	0	1	1627	649702	Q3
VII	575363	576999	YGR040W	.	+	575363	576999	0	1	1636	575358	Q3
IX	190975	193226	YIL091C	.	-	190975	193226	0	1	2251	190974	Q3
XIII	910901	912170	YMR318C	.	-	910901	912170	0	1	1269	910892	Q3
VII	911837	912923	YGR208W	.	+	911837	912923	0	1	1086	911828	Q3
IX	202157	203301	YIL084C	.	-	202157	203301	0	1	1144	202155	Q3
XVI	517637	519922	YPL018W	.	+	517637	519922	0	1	2285	517632	Q3
XI	245960	247736	YKL103C	.	-	245960	247736	0	1	1776	245958	Q3
I	100021	101168	YAL025C	.	-	100021	101168	0	1	1147	100020	Q3
XV	438850	440293	YOR059C	.	-	438850	440293	0	1	1443	438846	Q3
VII	139576	140216	YGL194C-A	.	-	139576	140216	0	1	640	139575	Q3
XII	322264	323442	YLR091W	.	+	322264	323442	0	1	1178	322261	Q3
XV	392357	394667	YOR033C	.	-	392357	394667	0	1	2310	392354	Q3
IV	1295439	1296883	YDR414C	.	-	1295439	1296883	0	1	1444	1295438	Q3
II	43260	44207	YBL095W	.	+	43260	44207	0	1	947	43256	Q3
XIV	157553	157894	YNL259C	.	-	157553	157894	0	1	341	157552	Q3
XVI	212109	212901	YPL178W	.	+	212109	212901	0	1	792	212107	Q3
XV	94708	96397	YOL119C	.	-	94708	96397	0	1	1689	94699	Q3
II	569740	571243	YBR166C	.	-	569740	571243	0	1	1503	569735	Q3
X	438834	441006	YJR002W	.	+	438834	441006	0	1	2172	438830	Q3
XI	75786	77161	YKL195W	.	+	75786	77161	0	1	1375	75779	Q3
X	185431	186718	YJL125C	.	-	185431	186718	0	1	1287	185430	Q3
XII	694322	695061	YLR275W	.	+	694322	695061	0	1	739	694316	Q3
XVI	84409	85337	YPL246C	.	-	84409	85337	0	1	928	84401	Q3
IV	1436896	1438087	YDR494W	.	+	1436896	1438087	0	1	1191	1436895	Q3
XV	525176	528790	YOR109W	.	+	525176	528790	0	1	3614	525171	Q3
VII	98862	102205	YGL207W	.	+	98862	102205	0	1	3343	98853	Q3
III	22322	23404	YCL059C	.	-	22322	23404	0	1	1082	22320	Q3
XIV	117062	118874	YNL276C	.	-	117062	118874	0	1	1812	117061	Q3
IV	88209	89932	YDL207W	.	+	88209	89932	0	1	1723	88201	Q3
II	727321	728110	YBR256C	.	-	727321	728110	0	1	789	727314	Q3
XIV	602853	604295	YNL016W	.	+	602853	604295	0	1	1442	602847	Q3
IV	372223	372656	YDL045W-A	.	+	372223	372656	0	1	433	372220	Q3
XIII	784570	788942	YMR259C	.	-	784570	788942	0	1	4372	784563	Q3
IV	1386018	1386639	YDR462W	.	+	1386018	1386639	0	1	621	1386017	Q3
XII	718165	719494	YLR291C	.	-	718165	719494	0	1	1329	718158	Q3
XI	228808	229902	YKL110C	.	-	228808	229902	0	1	1094	228806	Q3
XIV	434811	437330	YNL101W	.	+	434811	437330	0	1	2519	434807	Q3
XIII	44006	44935	YML113W	.	+	44006	44935	0	1	929	44002	Q3
II	89942	90676	YBL071W-A	.	+	89942	90676	0	1	734	89934	Q3
XIV	515655	516741	YNL058C	.	-	515655	516741	0	1	1086	515650	Q3
XV	630913	631816	YOR157C	.	-	630913	631816	0	1	903	630907	Q3
IV	334817	336262	YDL066W	.	+	334817	336262	0	1	1445	334814	Q3
VIII	393510	394428	YHR148W	.	+	393510	394428	0	1	918	393507	Q3
IV	387308	388910	YDL036C	.	-	387308	388910	0	1	1602	387305	Q3
XIII	532042	533102	YMR130W	.	+	532042	533102	0	1	1060	532037	Q3
VII	506947	508079	YGR007W	.	+	506947	508079	0	1	1132	506942	Q3
II	737727	738394	YBR264C	.	-	737727	738394	0	1	667	737720	Q3
XII	570670	571900	YLR215C	.	-	570670	571900	0	1	1230	570665	Q3
IV	547757	548465	YDR045C	.	-	547757	548465	0	1	708	547752	Q3
XIV	220036	221606	YNL228W	.	+	220036	221606	0	1	1570	220034	Q3
XVI	369775	370681	YPL094C	.	-	369775	370681	0	1	906	369772	Q3
X	555147	555703	YJR063W	.	+	555147	555703	0	1	556	555142	Q3
XIV	155053	156663	YNL261W	.	+	155053	156663	0	1	1610	155052	Q3
XII	183575	184210	YLR021W	.	+	183575	184210	0	1	635	183574	Q3
IV	861715	864812	YDR206W	.	+	861715	864812	0	1	3097	861707	Q3
IV	713193	715428	YDR129C	.	-	713193	715428	0	1	2235	713186	Q3
VII	180667	182211	YGL172W	.	+	180667	182211	0	1	1544	180666	Q3
XIII	509681	510383	YMR121C	.	-	509681	510383	0	1	702	509676	Q3
XVI	673737	674757	YPR058W	.	+	673737	674757	0	1	1020	673731	Q3
IV	592354	593202	YDR073W	.	+	592354	593202	0	1	848	592349	Q3
II	462097	462746	YBR111W-A	.	+	462097	462746	0	1	649	462093	Q3
VIII	442131	443562	YHR169W	.	+	442131	443562	0	1	1431	442127	Q3
IV	135092	135545	YDL181W	.	+	135092	135545	0	1	453	135091	Q3
V	285118	287182	YER065C	.	-	285118	287182	0	1	2064	285116	Q3
XIV	33216	34262	YNL322C	.	-	33216	34262	0	1	1046	33213	Q3
XIII	27901	29867	YML120C	.	-	27901	29867	0	1	1966	27899	Q3
XVI	298436	299532	YPL134C	.	-	298436	299532	0	1	1096	298434	Q3
XIII	14344	14763	YML129C	.	-	14344	14763	0	1	419	14343	Q3
XVI	830969	831708	YPR151C	.	-	830969	831708	0	1	739	830961	Q3
XV	784798	786951	YOR239W	.	+	784798	786951	0	1	2153	784791	Q3
XII	948367	949264	YLR412W	.	+	948367	949264	0	1	897	948358	Q3
VII	115935	117654	YGL202W	.	+	115935	117654	0	1	1719	115934	Q3
I	132194	134173	YAL011W	.	+	132194	134173	0	1	1979	132193	Q3
X	433109	434707	YJL002C	.	-	433109	434707	0	1	1598	433105	Q3
IV	282030	283212	YDL100C	.	-	282030	283212	0	1	1182	282028	Q3
III	193292	194381	YCR036W	.	+	193292	194381	0	1	1089	193291	Q3
X	295179	298985	YJL076W	.	+	295179	298985	0	1	3806	295177	Q3
VII	604419	605564	YGR057C	.	-	604419	605564	0	1	1145	604413	Q3
X	76699	79355	YJL187C	.	-	76699	79355	0	1	2656	76692	Q3
XI	166260	167572	YKL150W	.	+	166260	167572	0	1	1312	166259	Q3
XIV	350858	351426	YNL147W	.	+	350858	351426	0	1	568	350855	Q3
XIV	557008	557896	YNL038W	.	+	557008	557896	0	1	888	557003	Q3
XV	772451	774314	YOR231W	.	+	772451	774314	0	1	1863	772444	Q3
II	768201	768768	YBR282W	.	+	768201	768768	0	1	567	768194	Q3
XVI	426062	427778	YPL066W	.	+	426062	427778	0	1	1716	426058	Q3
XIV	53981	55934	YNL308C	.	-	53981	55934	0	1	1953	53976	Q3
XII	243782	245363	YLR049C	.	-	243782	245363	0	1	1581	243780	Q3
XIII	41990	43754	YML114C	.	-	41990	43754	0	1	1764	41986	Q3
IV	263249	264171	YDL111C	.	-	263249	264171	0	1	922	263247	Q3
XV	736305	737877	YOR209C	.	-	736305	737877	0	1	1572	736298	Q3
IV	937698	940845	YDR238C	.	-	937698	940845	0	1	3147	937689	Q3
XI	525254	526659	YKR048C	.	-	525254	526659	0	1	1405	525249	Q3
XII	177599	178701	YLR017W	.	+	177599	178701	0	1	1102	177598	Q3
XV	775667	778315	YOR233W	.	+	775667	778315	0	1	2648	775660	Q3
XIII	214146	216232	YML031W	.	+	214146	216232	0	1	2086	214144	Q3
XI	309160	309771	YKL068W-A	.	+	309160	309771	0	1	611	309157	Q3
IV	54250	56710	YDL224C	.	-	54250	56710	0	1	2460	54245	Q3
XI	237472	239020	YKL106W	.	+	237472	239020	0	1	1548	237470	Q3
IV	734123	734907	YDR140W	.	+	734123	734907	0	1	784	734116	Q3
II	616042	618601	YBR198C	.	-	616042	618601	0	1	2559	616036	Q3
X	40079	41241	YJL208C	.	-	40079	41241	0	1	1162	40075	Q3
IV	1319337	1319867	YDR424C	.	-	1319337	1319867	0	1	530	1319336	Q3
IV	1397921	1398794	YDR468C	.	-	1397921	1398794	0	1	873	1397920	Q3
XVI	711328	713051	YPR088C	.	-	711328	713051	0	1	1723	711321	Q3
XI	218428	219260	YKL119C	.	-	218428	219260	0	1	832	218426	Q3
XIV	692973	694055	YNR035C	.	-	692973	694055	0	1	1082	692967	Q3
V	160508	162553	YER005W	.	+	160508	162553	0	1	2045	160507	Q3
VII	720357	724955	YGR116W	.	+	720357	724955	0	1	4598	720350	Q3
V	469616	472498	YER151C	.	-	469616	472498	0	1	2882	469612	Q3
XIII	442468	443415	YMR087W	.	+	442468	443415	0	1	947	442464	Q3
VIII	138685	139928	YHR017W	.	+	138685	139928	0	1	1243	138684	Q3
III	110654	111700	YCL002C	.	-	110654	111700	0	1	1046	110653	Q3
VII	952320	953569	YGR231C	.	-	952320	953569	0	1	1249	952311	Q3
I	36506	37332	YAL059W	.	+	36506	37332	0	1	826	36503	Q3
XIV	240303	241418	YNL217W	.	+	240303	241418	0	1	1115	240301	Q3
II	553413	555160	YBR157C	.	-	553413	555160	0	1	1747	553408	Q3
XV	310295	311088	YOL008W	.	+	310295	311088	0	1	793	310292	Q3
XIV	286255	287631	YNL188W	.	+	286255	287631	0	1	1376	286253	Q3
IV	813076	814199	YDR175C	.	-	813076	814199	0	1	1123	813068	Q3
I	61299	62654	YAL042W	.	+	61299	62654	0	1	1355	61293	Q3
XV	774455	775394	YOR232W	.	+	774455	775394	0	1	939	774448	Q3
XVI	528975	529377	YPL013C	.	-	528975	529377	0	1	402	528970	Q3
VII	675625	676412	YGR095C	.	-	675625	676412	0	1	787	675619	Q3
XIV	616171	618268	YNL008C	.	-	616171	618268	0	1	2097	616165	Q3
VII	784048	785155	YGR146C	.	-	784048	785155	0	1	1107	784041	Q3
IX	214857	215970	YIL077C	.	-	214857	215970	0	1	1113	214855	Q3
XVI	44508	46528	YPL263C	.	-	44508	46528	0	1	2020	44504	Q3
IX	116936	117668	YIL127C	.	-	116936	117668	0	1	732	116935	Q3
IV	1108670	1109952	YDR321W	.	+	1108670	1109952	0	1	1282	1108669	Q3
IV	1202105	1202577	YDR363W-A	.	+	1202105	1202577	0	1	472	1202104	Q3
